Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both,Difference
款,1,0,1,0,1,0,100.0
生化环材,1,1,0,1,0,0,100.0
欺骗,1,1,0,1,0,0,100.0
生日,1,1,0,1,0,0,100.0
生死,1,1,0,1,0,0,100.0
留给,1,0,1,0,1,0,100.0
留言,1,1,0,1,0,0,100.0
畸形,1,1,0,1,0,0,100.0
环,1,0,1,0,1,0,100.0
问,1,0,1,0,1,0,100.0
值得,1,1,0,1,0,0,100.0
躺,2,0,2,0,2,0,100.0
压抑,1,1,0,1,0,0,100.0
去找,2,0,2,0,2,0,100.0
陌生,2,0,2,0,2,0,100.0
保持,2,1,2,0,1,1,100.0
25岁,2,0,2,0,2,0,100.0
P,2,0,2,0,2,0,100.0
保佑,1,0,1,0,1,0,100.0
原生家庭,1,1,0,1,0,0,100.0
里面,2,0,2,0,2,0,100.0
厉不厉害,2,2,0,2,0,0,100.0
都知道,2,2,0,2,0,0,100.0
即使,2,0,2,0,2,0,100.0
都会,2,0,2,0,2,0,100.0
原来,2,0,2,0,2,0,100.0
去年,2,2,1,1,0,1,100.0
博士生,2,2,0,2,0,0,100.0
共同,2,2,0,2,0,0,100.0
那段,2,2,1,1,0,1,100.0
原,1,1,0,1,0,0,100.0
南京航空航天,2,2,0,2,0,0,100.0
7月初,2,2,0,2,0,0,100.0
反思,2,2,0,2,0,0,100.0
南京,2,2,0,2,0,0,100.0
9月19日,2,2,0,2,0,0,100.0
那一天,2,2,0,2,0,0,100.0
千万,2,1,2,0,1,1,100.0
压根,1,1,0,1,0,0,100.0
降生,2,1,2,0,1,1,100.0
送,2,0,2,0,2,0,100.0
听说,2,0,2,0,2,0,100.0
保研,2,2,0,2,0,0,100.0
加,2,2,0,2,0,0,100.0
原谅,1,0,1,0,1,0,100.0
阳间,2,0,2,0,2,0,100.0
其中,2,2,1,1,0,1,100.0
喝酒,2,0,2,0,2,0,100.0
反观,1,1,0,1,0,0,100.0
龟龟,2,2,0,2,0,0,100.0
龟,2,2,0,2,0,0,100.0
反扑,1,0,1,0,1,0,100.0
全,2,0,2,0,2,0,100.0
鼓,2,0,2,0,2,0,100.0
黑暗,2,0,2,0,2,0,100.0
高校,2,2,0,2,0,0,100.0
体验,2,2,0,2,0,0,100.0
善人,2,0,2,0,2,0,100.0
反复,1,1,0,1,0,0,100.0
哥,2,0,2,0,2,0,100.0
十九号,2,0,2,0,2,0,100.0
又说,1,1,0,1,0,0,100.0
又出事,1,0,1,0,1,0,100.0
参加,1,0,1,0,1,0,100.0
I,2,0,2,0,2,0,100.0
另一个,2,0,2,0,2,0,100.0
去世后,1,0,1,0,1,0,100.0
另外,2,2,1,1,0,1,100.0
24小时,2,2,0,2,0,0,100.0
长夜,2,2,0,2,0,0,100.0
逝去,2,0,2,0,2,0,100.0
通过,2,2,0,2,0,0,100.0
信,2,0,2,0,2,0,100.0
有办法,2,0,2,0,2,0,100.0
不知,2,2,1,1,0,1,100.0
每一位,2,2,0,2,0,0,100.0
收养,1,0,1,0,1,0,100.0
答应,2,0,2,0,2,0,100.0
了   ,2,2,0,2,0,0,100.0
答辩,2,2,0,2,0,0,100.0
床上,2,0,2,0,2,0,100.0
放下,1,0,1,0,1,0,100.0
粘人,2,0,2,0,2,0,100.0
能否,2,2,0,2,0,0,100.0
收藏,1,1,0,1,0,0,100.0
一起玩,2,0,2,0,2,0,100.0
提高,1,1,0,1,0,0,100.0
开题,2,2,0,2,0,0,100.0
一辈子,2,0,2,0,2,0,100.0
很美,2,0,2,0,2,0,100.0
支撑,1,1,0,1,0,0,100.0
事件,2,1,0,1,0,0,100.0
穷,2,2,0,2,0,0,100.0
很多很多,2,0,2,0,2,0,100.0
书,2,0,2,0,2,0,100.0
空间,2,0,2,0,2,0,100.0
一间,2,1,2,0,1,1,100.0
丝毫,1,1,0,1,0,0,100.0
当事人,2,1,0,1,0,0,100.0
操,1,0,1,0,1,0,100.0
笑着,2,1,2,0,1,1,100.0
强加,2,2,1,1,0,1,100.0
一遍,2,2,0,2,0,0,100.0
弟弟,2,0,2,0,2,0,100.0
引起,2,2,0,2,0,0,100.0
了解,2,0,2,0,2,0,100.0
等到,2,0,2,0,2,0,100.0
第四年,2,2,0,2,0,0,100.0
放不下,1,0,1,0,1,0,100.0
每一天,2,2,1,1,0,1,100.0
困难,2,0,2,0,2,0,100.0
资助,2,2,0,2,0,0,100.0
墙,2,0,2,0,2,0,100.0
课,2,2,0,2,0,0,100.0
教会,1,0,1,0,1,0,100.0
设计,2,2,0,2,0,0,100.0
救活,1,1,0,1,0,0,100.0
们,2,2,0,2,0,0,100.0
敏锐,1,0,1,0,1,0,100.0
说不定,2,2,1,1,0,1,100.0
大四,2,2,0,2,0,0,100.0
敏感,1,0,1,0,1,0,100.0
夜里,2,0,2,0,2,0,100.0
政府,1,1,0,1,0,0,100.0
请假,2,2,0,2,0,0,100.0
一个字,2,2,0,2,0,0,100.0
读到,2,2,0,2,0,0,100.0
多么,2,1,2,0,1,1,100.0
众生,2,0,2,0,2,0,100.0
业,1,1,0,1,0,0,100.0
复试,2,1,2,0,1,1,100.0
东纬路,1,0,1,0,1,0,100.0
能够,2,2,0,2,0,0,100.0
放到,1,0,1,0,1,0,100.0
实验结果,2,2,0,2,0,0,100.0
开始,2,2,0,2,0,0,100.0
年龄,2,0,2,0,2,0,100.0
并没有,2,2,1,1,0,1,100.0
教室,1,0,1,0,1,0,100.0
一件,3,1,3,0,2,1,100.0
扛着,1,0,1,0,1,0,100.0
一号线,3,0,3,0,3,0,100.0
打转,1,1,0,1,0,0,100.0
打滚,1,1,0,1,0,0,100.0
东西,3,0,3,0,3,0,100.0
严,1,1,0,1,0,0,100.0
严格,3,3,0,3,0,0,100.0
严厉,1,1,0,1,0,0,100.0
才能,1,0,1,0,1,0,100.0
休息,3,0,3,0,3,0,100.0
才知道,1,0,1,0,1,0,100.0
一路走好,3,0,3,0,3,0,100.0
不负,3,3,0,3,0,0,100.0
个例,1,0,1,0,1,0,100.0
绷不住,2,2,0,2,0,0,100.0
手写,1,0,1,0,1,0,100.0
不配,3,3,0,3,0,0,100.0
所求,1,0,1,0,1,0,100.0
拼搏,1,0,1,0,1,0,100.0
  ,3,0,3,0,3,0,100.0
这只,3,0,3,0,3,0,100.0
中午,1,1,0,1,0,0,100.0
中央,1,1,0,1,0,0,100.0
如何,3,1,2,0,1,1,100.0
中央人民广播电台,1,1,0,1,0,0,100.0
中学生,1,1,0,1,0,0,100.0
或许,1,1,0,1,0,0,100.0
焦虑,3,2,3,0,1,2,100.0
扩招扩招,1,1,0,1,0,0,100.0
七,3,0,3,0,3,0,100.0
七天,3,0,3,0,3,0,100.0
累,2,1,2,0,1,1,100.0
撼动,1,1,0,1,0,0,100.0
撕心裂肺,1,0,1,0,1,0,100.0
撒欢,1,0,1,0,1,0,100.0
就在,2,0,2,0,2,0,100.0
撑不下去,1,1,0,1,0,0,100.0
考试,2,2,0,2,0,0,100.0
一眼,2,0,2,0,2,0,100.0
一时,2,1,0,1,0,0,100.0
就能,2,0,2,0,2,0,100.0
撑一撑,1,1,0,1,0,0,100.0
摩诃般若波罗蜜,1,0,1,0,1,0,100.0
封,2,0,2,0,2,0,100.0
尽,2,0,2,0,2,0,100.0
小卖部,2,0,2,0,2,0,100.0
一篇,2,0,2,0,2,0,100.0
老弟,2,0,2,0,2,0,100.0
搞出来,1,1,0,1,0,0,100.0
精英,2,2,0,2,0,0,100.0
丢,1,0,1,0,1,0,100.0
经历过,2,0,1,0,1,0,100.0
两个月,1,1,0,1,0,0,100.0
两双,1,1,0,1,0,0,100.0
经历,2,2,0,2,0,0,100.0
聊聊天,2,0,2,0,2,0,100.0
终,2,2,1,1,0,1,100.0
扯,1,1,0,1,0,0,100.0
二,2,2,0,2,0,0,100.0
身上,2,0,2,0,2,0,100.0
身亡,2,2,0,2,0,0,100.0
跳楼,2,2,0,2,0,0,100.0
搬出去,2,2,0,2,0,0,100.0
掉入,1,0,1,0,1,0,100.0
换,1,1,0,1,0,0,100.0
教师,2,2,0,2,0,0,100.0
捡,1,1,0,1,0,0,100.0
世俗,2,2,1,1,0,1,100.0
清楚,2,1,0,1,0,0,100.0
收拾,2,0,2,0,2,0,100.0
捐款,1,0,1,0,1,0,100.0
灵魂,2,0,2,0,2,0,100.0
专硕,2,0,1,0,1,0,100.0
丢脸,1,1,0,1,0,0,100.0
不在乎,2,2,0,2,0,0,100.0
摆脱,2,1,0,1,0,0,100.0
搜,2,1,2,0,1,1,100.0
机器,2,0,2,0,2,0,100.0
挺远,1,0,1,0,1,0,100.0
推动,2,2,0,2,0,0,100.0
挺过来,1,1,0,1,0,0,100.0
专家,2,2,0,2,0,0,100.0
整个,2,2,0,2,0,0,100.0
两三岁,1,0,1,0,1,0,100.0
明白,2,0,2,0,2,0,100.0
没想过,2,2,0,2,0,0,100.0
明年,2,1,2,0,1,1,100.0
明,2,2,0,2,0,0,100.0
时期,2,2,1,1,0,1,100.0
挺大,1,1,0,1,0,0,100.0
跳下,2,2,0,2,0,0,100.0
是不是,2,0,2,0,2,0,100.0
次,2,1,2,0,1,1,100.0
无法,2,2,0,2,0,0,100.0
排练,1,0,1,0,1,0,100.0
交集,1,0,1,0,1,0,100.0
换来,1,0,1,0,1,0,100.0
每年,2,2,0,2,0,0,100.0
推开,1,0,1,0,1,0,100.0
控制,1,1,0,1,0,0,100.0
不要吃,2,0,2,0,2,0,100.0
求,2,0,2,0,2,0,100.0
接受程度,1,1,0,1,0,0,100.0
沉默,2,0,2,0,2,0,100.0
接住,1,0,1,0,1,0,100.0
接,1,0,1,0,1,0,100.0
是什么,2,0,2,0,2,0,100.0
此,2,1,2,0,1,1,100.0
极乐,2,0,2,0,2,0,100.0
掏腰包,1,1,0,1,0,0,100.0
排名第三,1,1,0,1,0,0,100.0
来生,2,0,2,0,2,0,100.0
树洞,2,0,2,0,2,0,100.0
条件,2,0,2,0,2,0,100.0
校区,2,0,2,0,2,0,100.0
校友,2,0,2,0,2,0,100.0
正在,2,2,0,2,0,0,100.0
校园,2,2,0,2,0,0,100.0
样子,2,0,2,0,2,0,100.0
不止一个,2,0,2,0,2,0,100.0
排到,1,0,1,0,1,0,100.0
掐着,1,1,0,1,0,0,100.0
本,2,2,1,1,0,1,100.0
早上,2,0,2,0,2,0,100.0
没有机会,2,0,2,0,2,0,100.0
不顺,2,2,0,2,0,0,100.0
改善,1,1,0,1,0,0,100.0
挺一挺,1,1,0,1,0,0,100.0
安息,2,0,2,0,2,0,100.0
一年,2,0,2,0,2,0,100.0
它们,2,0,2,0,2,0,100.0
舞团,2,0,2,0,2,0,100.0
什么事,2,2,0,2,0,0,100.0
姐妹,2,0,2,0,2,0,100.0
学院,2,1,2,0,1,1,100.0
学者,2,2,0,2,0,0,100.0
一声,2,0,2,0,2,0,100.0
花朵,2,2,0,2,0,0,100.0
学历,2,1,0,1,0,0,100.0
寥寥无几,1,0,1,0,1,0,100.0
一块钱,2,0,2,0,2,0,100.0
掷地有声,1,0,1,0,1,0,100.0
艰难,2,2,0,2,0,0,100.0
太累,2,0,2,0,2,0,100.0
太多,2,0,2,0,2,0,100.0
会不会,2,0,2,0,2,0,100.0
走好,2,0,2,0,2,0,100.0
在那里,2,0,2,0,2,0,100.0
教育部,1,1,0,1,0,0,100.0
赶紧,2,2,0,2,0,0,100.0
土豆叶,2,0,2,0,2,0,100.0
坠亡,2,2,0,2,0,0,100.0
越,2,0,2,0,2,0,100.0
困住,2,2,1,1,0,1,100.0
因,2,2,0,2,0,0,100.0
脆弱,2,0,2,0,2,0,100.0
提到,1,0,1,0,1,0,100.0
蛋,2,0,2,0,2,0,100.0
西安,2,0,2,0,2,0,100.0
方向,2,2,0,2,0,0,100.0
新的,2,0,1,0,1,0,100.0
不容易,2,2,0,2,0,0,100.0
文章,2,2,0,2,0,0,100.0
文献,2,0,2,0,2,0,100.0
掉泪,2,2,0,2,0,0,100.0
也好,2,0,2,0,2,0,100.0
万一,2,0,2,0,2,0,100.0
按照,1,1,0,1,0,0,100.0
他人,2,0,2,0,2,0,100.0
一块,2,0,2,0,2,0,100.0
一场,2,0,2,0,2,0,100.0
好累,2,0,2,0,2,0,100.0
警车,2,0,2,0,2,0,100.0
他妈的,2,0,2,0,2,0,100.0
指点,1,1,0,1,0,0,100.0
好吃,2,0,2,0,2,0,100.0
好多人,2,1,2,0,1,1,100.0
一句,2,2,1,1,0,1,100.0
一句话,2,2,0,2,0,0,100.0
要开心,2,0,2,0,2,0,100.0
如此,2,2,0,2,0,0,100.0
印象,1,1,0,1,0,0,100.0
西西可里无人区,2,2,0,2,0,0,100.0
好在,2,2,0,2,0,0,100.0
好多,2,2,0,2,0,0,100.0
好多次,2,0,2,0,2,0,100.0
猫咪,35,1,34,1,34,0,94.28571428571428
下辈子,25,2,24,1,23,1,91.66666666666666
昔书,32,3,29,2,28,1,86.66666666666667
小,25,2,23,2,23,0,84.0
同学,13,1,11,1,11,0,83.33333333333334
学生,23,20,2,20,2,0,81.81818181818183
你,354,50,316,32,298,18,80.60606060606061
叫,10,1,9,1,9,0,80.0
温柔,11,2,10,1,9,1,80.0
读研,15,12,4,9,1,3,80.0
一只,30,4,27,3,26,1,79.3103448275862
导师,20,17,2,17,2,0,78.94736842105263
善良,9,1,8,1,8,0,77.77777777777779
抑郁,9,8,1,8,1,0,77.77777777777779
有人,9,1,8,1,8,0,77.77777777777779
还有,8,1,7,1,7,0,75.0
只,10,2,8,1,7,1,75.0
开心,8,1,7,1,7,0,75.0
别,8,1,7,1,7,0,75.0
为了,8,1,7,1,7,0,75.0
微博,19,5,17,2,14,3,75.0
可爱,8,1,7,1,7,0,75.0
大工,8,2,7,1,6,1,71.42857142857143
咖,9,3,8,1,6,2,71.42857142857143
祝,7,1,6,1,6,0,71.42857142857143
一起,8,2,7,1,6,1,71.42857142857143
回来,7,1,6,1,6,0,71.42857142857143
猫,24,6,21,3,18,3,71.42857142857143
看看,7,1,6,1,6,0,71.42857142857143
离开,14,3,12,2,11,1,69.23076923076923
坚持,14,3,12,2,11,1,69.23076923076923
一定,26,5,22,4,21,1,68.0
学长,6,1,5,1,5,0,66.66666666666666
怎么,9,4,8,1,5,3,66.66666666666666
不行,6,5,1,5,1,0,66.66666666666666
才,6,1,5,1,5,0,66.66666666666666
如果,39,9,33,6,30,3,66.66666666666666
见,6,1,5,1,5,0,66.66666666666666
三年,6,5,1,5,1,0,66.66666666666666
不做,6,1,5,1,5,0,66.66666666666666
特别,6,1,5,1,5,0,66.66666666666666
一次,6,1,5,1,5,0,66.66666666666666
这条,12,10,3,9,2,1,63.63636363636363
活着,11,2,9,2,9,0,63.63636363636363
愿,16,3,13,3,13,0,62.5
看到,42,13,35,7,29,6,61.111111111111114
很大,5,4,1,4,1,0,60.0
天堂,5,1,4,1,4,0,60.0
写,11,3,9,2,8,1,60.0
有点,6,2,5,1,4,1,60.0
一种,5,1,4,1,4,0,60.0
不好,5,4,1,4,1,0,60.0
选择,10,2,8,2,8,0,60.0
事,5,1,4,1,4,0,60.0
师兄,5,1,4,1,4,0,60.0
大不了,7,3,6,1,4,2,60.0
辛苦,6,2,5,1,4,1,60.0
要是,5,1,4,1,4,0,60.0
该,7,3,6,1,4,2,60.0
曾经,6,5,2,4,1,1,60.0
那些,6,4,1,4,1,0,60.0
平安,6,1,4,1,4,0,60.0
顺利,5,1,4,1,4,0,60.0
出来,5,4,1,4,1,0,60.0
永远,6,5,2,4,1,1,60.0
文字,5,1,4,1,4,0,60.0
之前,6,4,1,4,1,0,60.0
大学,15,11,3,11,3,0,57.14285714285714
可以,25,7,20,5,18,2,56.52173913043478
哭,11,4,9,2,7,2,55.55555555555556
下去,9,2,7,2,7,0,55.55555555555556
感觉,9,7,2,7,2,0,55.55555555555556
今天,20,6,16,4,14,2,55.55555555555556
出,4,1,3,1,3,0,50.0
大连,4,1,3,1,3,0,50.0
吃饭,4,1,3,1,3,0,50.0
完成,4,3,1,3,1,0,50.0
非常,4,3,1,3,1,0,50.0
关注,4,3,1,3,1,0,50.0
陪,4,1,3,1,3,0,50.0
家长,4,1,3,1,3,0,50.0
每天,6,5,3,3,1,2,50.0
当时,4,3,1,3,1,0,50.0
不能,5,2,4,1,3,1,50.0
同样,4,1,3,1,3,0,50.0
小猫,4,1,3,1,3,0,50.0
差不多,4,1,3,1,3,0,50.0
一切,6,3,5,1,3,2,50.0
求求,4,1,3,1,3,0,50.0
问题,6,3,1,3,1,0,50.0
很好,5,2,4,1,3,1,50.0
昨天,5,2,4,1,3,1,50.0
花,4,1,3,1,3,0,50.0
不了,4,3,1,3,1,0,50.0
只有,5,2,4,1,3,1,50.0
教育,5,4,2,3,1,1,50.0
很想,4,3,1,3,1,0,50.0
所以,5,4,2,3,1,1,50.0
明明,4,1,3,1,3,0,50.0
为什么,5,2,4,1,3,1,50.0
世界,14,5,11,3,9,2,50.0
但是,21,9,17,4,12,5,50.0
完全,5,4,2,3,1,1,50.0
想不开,4,1,3,1,3,0,50.0
路过,5,2,4,1,3,1,50.0
发现,6,3,5,1,3,2,50.0
喜欢,6,3,5,1,3,2,50.0
自由,4,1,3,1,3,0,50.0
改变,4,3,1,3,1,0,50.0
论文,12,9,3,9,3,0,50.0
很多人,5,1,3,1,3,0,50.0
重点,4,3,1,3,1,0,50.0
买,4,1,3,1,3,0,50.0
后来,5,2,4,1,3,1,50.0
也曾,5,2,4,1,3,1,50.0
昨晚,4,1,3,1,3,0,50.0
读完,5,2,4,1,3,1,50.0
任何,4,1,3,1,3,0,50.0
不值得,4,1,3,1,3,0,50.0
“,13,4,10,3,9,1,50.0
”,13,4,10,3,9,1,50.0
感到,4,3,1,3,1,0,50.0
一个,34,10,25,8,23,2,48.38709677419355
就好,15,11,4,11,4,0,46.666666666666664
事情,13,10,5,8,3,2,45.45454545454545
点,14,3,8,3,8,0,45.45454545454545
知道,17,7,12,3,8,4,45.45454545454545
为,16,7,12,3,8,4,45.45454545454545
评论,19,13,5,13,5,0,44.44444444444444
学,7,5,2,5,2,0,42.857142857142854
的人,7,2,5,2,5,0,42.857142857142854
实验室,7,2,5,2,5,0,42.857142857142854
用,9,3,6,2,5,1,42.857142857142854
可是,7,5,2,5,2,0,42.857142857142854
变成,8,2,5,2,5,0,42.857142857142854
理解,11,9,6,5,2,4,42.857142857142854
幸福,8,3,6,2,5,1,42.857142857142854
以后,8,2,5,2,5,0,42.857142857142854
想要,8,3,6,2,5,1,42.857142857142854
一样,7,2,5,2,5,0,42.857142857142854
考研,10,5,8,2,5,3,42.857142857142854
虽然,11,4,8,3,7,1,40.0
你们,12,4,8,3,7,1,40.0
我们,68,27,50,18,41,9,38.983050847457626
走,16,6,11,4,9,2,38.46153846153847
再,14,5,10,4,9,1,38.46153846153847
多,18,7,13,5,11,2,37.5
找到,5,3,2,2,1,1,33.33333333333333
放弃,5,3,4,1,2,2,33.33333333333333
不过,4,2,3,1,2,1,33.33333333333333
或者,5,1,2,1,2,0,33.33333333333333
成功,5,3,4,1,2,2,33.33333333333333
晚上,4,3,2,2,1,1,33.33333333333333
发,6,2,4,2,4,0,33.33333333333333
周围,6,2,4,2,4,0,33.33333333333333
简单,3,2,1,2,1,0,33.33333333333333
错误,3,2,1,2,1,0,33.33333333333333
告别,3,1,2,1,2,0,33.33333333333333
喂,3,1,2,1,2,0,33.33333333333333
疼,3,1,2,1,2,0,33.33333333333333
意义,5,3,2,2,1,1,33.33333333333333
认真,6,4,2,4,2,0,33.33333333333333
想说,4,2,1,2,1,0,33.33333333333333
陌生人,3,1,2,1,2,0,33.33333333333333
应该,6,4,2,4,2,0,33.33333333333333
路,4,2,3,1,2,1,33.33333333333333
肯定,6,2,4,2,4,0,33.33333333333333
女生,4,3,2,2,1,1,33.33333333333333
与,5,4,3,2,1,2,33.33333333333333
咱,4,3,2,2,1,1,33.33333333333333
祖国,6,2,4,2,4,0,33.33333333333333
地方,5,4,3,2,1,2,33.33333333333333
数据,6,2,4,2,4,0,33.33333333333333
中,6,2,4,2,4,0,33.33333333333333
晒太阳,6,2,4,2,4,0,33.33333333333333
更多,4,3,2,2,1,1,33.33333333333333
家里,4,2,3,1,2,1,33.33333333333333
替,4,3,2,2,1,1,33.33333333333333
研究,6,4,2,4,2,0,33.33333333333333
之后,5,2,3,1,2,1,33.33333333333333
呗,3,2,1,2,1,0,33.33333333333333
不敢相信,3,1,2,1,2,0,33.33333333333333
仿佛,3,1,2,1,2,0,33.33333333333333
允许,3,1,2,1,2,0,33.33333333333333
也有,3,1,2,1,2,0,33.33333333333333
好想,3,1,2,1,2,0,33.33333333333333
熬,3,2,1,2,1,0,33.33333333333333
想到,3,1,2,1,2,0,33.33333333333333
学术,3,1,2,1,2,0,33.33333333333333
